foundersEquity,investorsEquity,employeesEquity,othersEquity,burnRate,runway,cac,activeUsers,revenue,netProfit,grossMargin,netMargin,retentionRate,mrrGrowth,ltvCacRatio,npsScore,conversionRate,labels
3.3062417614171578,-2.457633440108844,-6.601283525321033,-0.664267864958582,-6.658491585685654,0.504154550950278,-0.8415074589115312,-3.1200587297412454,1.3473090965216854,2.186828021718809,1.1012195807277088,1.0515911402344638,0.3616030123029176,0.6331951786719153,-2.546512326752883,-0.5260775337186342,-0.7404745046494039,1
0.003901445698913264,-4.043896650254711,-4.783561211043548,-0.21297865655021128,-1.5682934083785975,-0.2563556428531463,0.6012367881516733,-0.09609457161287498,-3.4067784448217626,0.7479103668150795,-1.5170730369056327,0.14437611038447695,2.2329501032127386,1.8619148781501726,1.1537048553961118,-1.4403225353890627,-0.2751933075807065,1
0.6715726217328652,-1.8281079256504846,-2.9132820179241143,-0.6248112045358892,-2.7150991211451725,1.4401101200691737,0.20103350371657064,-1.561907308008321,0.06327000645832748,-0.4527928887480406,0.3496497571474736,0.22238186748833222,-0.7370834721266808,2.1103426520963775,0.46522626936085976,-0.005386463939159536,-0.800278871367295,0
0.6974935696447109,1.0535503314641725,0.3342371866894035,0.5995786278137534,-1.9551623551746915,-0.8605073265053105,-0.68135160643521,-2.4123507339115773,2.526022032896096,-1.7325097444666437,-0.3725622805709149,0.888929103189186,-1.4516059680438937,-0.6590596905145408,-0.9528091233774634,-1.2509778658485624,2.7990054356379006,0
-1.20642237955317,3.2783083980368226,7.4283486664068255,1.032974234914031,0.4869755008008365,-1.3099765543749995,0.07142083258109318,1.9258332550391823,2.1090127850584617,0.7990304358957523,-0.5263908651106778,0.9641267954240198,-1.3822536499728661,-0.1088486250691617,-1.7709925117317296,6.489389335974344,-0.8772703800712109,1
0.7211889720346505,-2.181243470188262,-1.59598133682989,-0.82830253957689,-1.7721306157081198,-1.4597866719179988,0.8145354596953241,-1.8210066164589929,0.9464941440738401,-1.1722567839937295,0.7906177188399772,0.9043963078442832,0.6966112192117225,-1.902626236431442,-0.2489019903552978,-1.9410497395474398,4.237979057619686,0
2.6884404417219114,-0.3036753058533226,1.7593961014701496,0.6476059825670705,0.07853914680995544,0.49353729420376685,-1.5852460107298574,1.9354073314144646,-0.8431657543321225,0.47058164016395465,-0.17239269980923128,-2.4586459459380405,-1.3853278588166804,0.35647710466949206,-0.19070281654808308,0.05645067164794226,0.43179694070582975,1
-0.4926452199545326,0.5975883155984283,4.472345056992951,-0.027214132377857005,3.9558712062987436,-1.4297242430303712,0.056706648839265496,2.1417181629027073,-4.899760149852887,-2.792993523330908,0.5849534930864443,-0.33577636986859605,1.4534892233321342,0.4788475732177351,0.05743767333482919,-2.103292696979251,1.729245835533833,0
1.4456801546858573,-1.6118489663008275,-5.197014138328259,0.6969306349627576,-2.7111215429049498,-2.4187754670694206,0.47304527283800113,-0.09060940994136575,0.3245239422909325,2.5071646070002815,0.6320232236170215,-0.2425054397786517,0.2495476711729795,0.10132717686046831,0.3226433188010228,-2.0414911268520273,0.6116754754884175,1
0.7646164052582951,0.6963735742528117,5.4013398881726715,-0.22078914979205405,0.2697382046479859,-0.4055033665540877,0.3510912916767348,2.4533018795346218,-2.505338412321146,-0.638683752624772,0.15524605205827927,-0.5889323619503772,-0.9313211829699476,1.3762319706355726,-0.6307614348466752,3.870751046221272,-1.3866748076829225,1
-1.4998328230898008,0.43492430878418153,-0.4910221338492252,-0.2128598827563673,1.740194013255659,-0.9614718135105067,-0.9415339202677434,0.17461195711461544,0.8980790912110518,-0.2648036465919672,1.9380948993931397,1.1292971389312125,0.07857154422962087,-1.3600235763105946,0.18009963286771413,0.10431609843944711,-2.0253017524465813,1
0.4234383639677193,-2.466970479755532,3.032752118122773,-0.3049812998483304,-0.9938893118616347,-0.20313204632342813,-0.07493757172372349,5.299471199844279,-4.60336658490484,0.7087371664841432,-0.34001979062345705,-0.3826324378707512,-0.8496286956092727,0.02884889479318494,1.0645190669509352,1.4677511313247082,2.5776130506893598,1
0.23631466468414453,-0.4634298375912176,1.1571444117776504,-0.34463483700815617,0.6473167852214798,-0.6362568349860365,0.9780029759984087,2.0082839997788104,-1.983196699128928,0.34847168706358955,1.601992654613413,-2.0211027561754245,-1.3915003941216824,1.2705292241471429,0.8972102676026218,0.8734988638486639,-1.969155199964495,1
-0.24676765866045747,-0.43373221661709094,3.2552332543121305,1.3255002197212566,2.138652471144803,-0.1664855842815459,0.9078523849098702,3.076139405781066,0.16685481972566696,-0.4030821405756124,0.21747348301422456,-0.9843218882890006,-2.3105272955961973,-0.31444379029762937,-0.11017771373182073,0.44102755150664985,-0.006064343725032506,1
